id,breed
11204,standard schnauzer
10964,labrador retriever
22730,otterhound
17541,irish water spaniel
3330,vizsla
9079,cardigan
17016,wire-haired fox terrier
4536,dingo
16188,american staffordshire terrier
3084,irish terrier
157,english springer
7408,chihuahua
5535,toy terrier
5735,redbone
2848,boston bull
10245,norwegian elkhound
13172,chesapeake bay retriever
17974,welsh springer spaniel
2333,black-and-tan coonhound
11672,pekinese
6366,bull mastiff
10460,french bulldog
16931,airedale
16822,airedale
20801,kerry blue terrier
8930,walker hound
6788,beagle
19172,curly-coated retriever
530,flat-coated retriever
2449,black-and-tan coonhound
18661,miniature schnauzer
8531,bedlington terrier
4043,japanese spaniel
5613,toy terrier
594,west highland white terrier
9724,scotch terrier
18747,brabancon griffon
1617,mexican hairless
13653,english setter
8092,giant schnauzer
9402,cocker spaniel
20749,kerry blue terrier
21696,dhole
22621,otterhound
18778,brabancon griffon
6544,basenji
5146,great dane
3637,bernese mountain dog
924,standard poodle
5386,groenendael
13804,english setter
16135,greater swiss mountain dog
13607,shetland sheepdog
4870,entlebucher
6673,beagle
6792,beagle
5736,redbone
22833,kuvasz
22894,kuvasz
2801,boston bull
2855,boston bull
16423,miniature poodle
9466,cocker spaniel
15304,collie
5472,toy terrier
229,bouvier des flandres
1550,mexican hairless
18746,brabancon griffon
11119,standard schnauzer
4289,italian greyhound
22358,affenpinscher
6541,basenji
3094,irish terrier
575,flat-coated retriever
2875,boston bull
16853,airedale
16859,airedale
11948,cairn
15342,collie
14122,silky terrier
2201,papillon
15278,collie
15804,toy poodle
15601,african hunting dog
3825,miniature pinscher
12354,saluki
1205,bluetick
15004,boxer
12779,border terrier
15990,greater swiss mountain dog
14218,clumber
8841,walker hound
3196,soft-coated wheaten terrier
16111,greater swiss mountain dog
5025,sussex spaniel
2258,papillon
19597,tibetan mastiff
4742,entlebucher
6966,weimaraner
15072,boxer
1521,basset
18225,dandie dinmont
2193,papillon
22717,otterhound
112,english springer
21989,brittany spaniel
16992,wire-haired fox terrier
16075,greater swiss mountain dog
4468,italian greyhound
22689,otterhound
22870,kuvasz
7843,german short-haired pointer
21603,newfoundland
21205,bloodhound
2105,tibetan terrier
20960,siberian husky
11891,cairn
14483,old english sheepdog
1107,kelpie
12524,whippet
18686,brabancon griffon
7639,norwich terrier
14522,old english sheepdog
1435,basset
5075,great dane
12412,saluki
12443,saluki
11616,pekinese
16758,airedale
1569,mexican hairless
586,west highland white terrier
14104,silky terrier
12519,whippet
5291,groenendael
2928,irish terrier
7205,appenzeller
20274,australian terrier
874,standard poodle
3474,vizsla
4018,japanese spaniel
9357,cocker spaniel
21960,brittany spaniel
12080,shih-tzu
7803,german short-haired pointer
11196,standard schnauzer
1955,tibetan terrier
1172,bluetick
10742,komondor
6435,bull mastiff
18985,golden retriever
20060,rhodesian ridgeback
14117,silky terrier
18170,dandie dinmont
14911,boxer
20159,rhodesian ridgeback
6502,basenji
8093,giant schnauzer
20342,australian terrier
22953,kuvasz
23446,afghan hound
23267,pembroke
1446,basset
21886,brittany spaniel
11167,standard schnauzer
8638,keeshond
8797,walker hound
19317,border collie
16636,pomeranian
8900,walker hound
13496,shetland sheepdog
16417,miniature poodle
14745,lakeland terrier
20671,kerry blue terrier
19274,border collie
2521,black-and-tan coonhound
15277,collie
8983,cardigan
22843,kuvasz
9103,cardigan
382,bouvier des flandres
4900,sussex spaniel
12440,saluki
744,west highland white terrier
21997,brittany spaniel
10636,pug
3722,miniature pinscher
14607,lakeland terrier
13124,chesapeake bay retriever
7287,leonberg
8886,walker hound
6914,weimaraner
15772,african hunting dog
16463,miniature poodle
19206,curly-coated retriever
10442,french bulldog
7577,chihuahua
19552,tibetan mastiff
4944,sussex spaniel
12321,saluki
9962,rottweiler
18348,german shepherd
11326,malamute
1030,kelpie
8020,giant schnauzer
19341,border collie
2339,black-and-tan coonhound
1693,mexican hairless
15588,great pyrenees
9406,cocker spaniel
105,english springer
17157,chow
20163,rhodesian ridgeback
14,english springer
16316,american staffordshire terrier
6632,basenji
4422,italian greyhound
2414,black-and-tan coonhound
482,flat-coated retriever
8968,cardigan
7328,leonberg
17913,welsh springer spaniel
17174,chow
4767,entlebucher
6112,doberman
15182,boxer
521,flat-coated retriever
2089,tibetan terrier
16395,miniature poodle
979,kelpie
5420,groenendael
19980,norfolk terrier
20600,maltese dog
4656,dingo
5517,toy terrier
331,bouvier des flandres
2015,tibetan terrier
5164,great dane
22828,kuvasz
8192,yorkshire terrier
10092,rottweiler
410,flat-coated retriever
4925,sussex spaniel
13979,malinois
11539,pekinese
9754,scotch terrier
3314,vizsla
4718,entlebucher
11958,cairn
3487,bernese mountain dog
13573,shetland sheepdog
14759,lakeland terrier
4330,italian greyhound
12970,eskimo dog
18454,german shepherd
6261,bull mastiff
8897,walker hound
4928,sussex spaniel
9970,rottweiler
23040,schipperke
16320,american staffordshire terrier
5914,sealyham terrier
15095,boxer
14600,lakeland terrier
10779,komondor
15673,african hunting dog
4698,entlebucher
16375,miniature poodle
102,english springer
3645,bernese mountain dog
5223,great dane
11714,irish wolfhound
440,flat-coated retriever
19490,tibetan mastiff
15180,boxer
5333,groenendael
20838,siberian husky
573,flat-coated retriever
12900,eskimo dog
6429,bull mastiff
1544,basset
20131,rhodesian ridgeback
9905,scotch terrier
2689,briard
8147,giant schnauzer
10025,rottweiler
15748,african hunting dog
18560,miniature schnauzer
4535,dingo
18855,brabancon griffon
22254,affenpinscher
3105,soft-coated wheaten terrier
3738,miniature pinscher
2429,black-and-tan coonhound
19395,border collie
15455,great pyrenees
9287,blenheim spaniel
915,standard poodle
11567,pekinese
20326,australian terrier
9283,blenheim spaniel
12216,shih-tzu
15076,boxer
2375,black-and-tan coonhound
17151,chow
4946,sussex spaniel
22389,affenpinscher
21838,brittany spaniel
18378,german shepherd
7150,appenzeller
5397,groenendael
7257,leonberg
7834,german short-haired pointer
10853,komondor
8423,bedlington terrier
3759,miniature pinscher
1627,mexican hairless
5239,great dane
1275,bluetick
22296,affenpinscher
13394,samoyed
413,flat-coated retriever
4708,entlebucher
8794,walker hound
3319,vizsla
10134,norwegian elkhound
9667,scottish deerhound
6797,beagle
12994,eskimo dog
15693,african hunting dog
21227,gordon setter
182,english springer
21961,brittany spaniel
10729,komondor
19676,english foxhound
7508,chihuahua
7551,chihuahua
15516,great pyrenees
23371,pembroke
7032,appenzeller
6317,bull mastiff
11364,malamute
8713,keeshond
8691,keeshond
23024,schipperke
11546,pekinese
16579,pomeranian
7423,chihuahua
19788,english foxhound
19180,curly-coated retriever
4488,dingo
14489,old english sheepdog
453,flat-coated retriever
22200,ibizan hound
1264,bluetick
1652,mexican hairless
5818,redbone
3170,soft-coated wheaten terrier
23325,pembroke
167,english springer
16014,greater swiss mountain dog
11353,malamute
14108,silky terrier
5614,toy terrier
3174,soft-coated wheaten terrier
19850,norfolk terrier
10669,pug
10150,norwegian elkhound
19696,english foxhound
5402,groenendael
966,kelpie
20179,rhodesian ridgeback
17921,welsh springer spaniel
15209,collie
22910,kuvasz
22511,saint bernard
2500,black-and-tan coonhound
9239,blenheim spaniel
5950,sealyham terrier
4820,entlebucher
16552,miniature poodle
18286,german shepherd
9369,cocker spaniel
5755,redbone
2531,briard
3594,bernese mountain dog
23009,schipperke
10773,komondor
255,bouvier des flandres
14028,silky terrier
7729,norwich terrier
5665,redbone
23222,pembroke
19432,border collie
17502,borzoi
10396,french bulldog
2434,black-and-tan coonhound
2136,papillon
975,kelpie
14779,lakeland terrier
4915,sussex spaniel
12032,cairn
10942,labrador retriever
3302,vizsla
10521,pug
19443,border collie
7917,german short-haired pointer
23369,pembroke
21169,bloodhound
7234,leonberg
16084,greater swiss mountain dog
20820,kerry blue terrier
6682,beagle
11964,cairn
8026,giant schnauzer
23195,pembroke
19689,english foxhound
5380,groenendael
10392,french bulldog
12750,border terrier
4334,italian greyhound
12459,saluki
20387,australian terrier
20922,siberian husky
19365,border collie
10391,french bulldog
13482,shetland sheepdog
1795,staffordshire bullterrier
21452,newfoundland
5474,toy terrier
1282,bluetick
21417,newfoundland
5176,great dane
18950,golden retriever
9177,blenheim spaniel
6742,beagle
4716,entlebucher
18916,golden retriever
21496,newfoundland
6117,doberman
12332,saluki
7725,norwich terrier
17781,irish setter
16023,greater swiss mountain dog
1328,bluetick
4417,italian greyhound
1928,staffordshire bullterrier
9966,rottweiler
5341,groenendael
9019,cardigan
18155,dandie dinmont
13171,chesapeake bay retriever
8433,bedlington terrier
4784,entlebucher
3125,soft-coated wheaten terrier
3725,miniature pinscher
19825,english foxhound
12671,border terrier
19543,tibetan mastiff
18844,brabancon griffon
12369,saluki
22521,saint bernard
8646,keeshond
9276,blenheim spaniel
104,english springer
4912,sussex spaniel
2833,boston bull
19290,border collie
14858,boxer
18862,brabancon griffon
11569,pekinese
18532,miniature schnauzer
5084,great dane
6668,beagle
3861,miniature pinscher
8397,bedlington terrier
12760,border terrier
12261,shih-tzu
18357,german shepherd
10703,komondor
11165,standard schnauzer
12388,saluki
9355,cocker spaniel
18729,brabancon griffon
2021,tibetan terrier
21371,gordon setter
27,english springer
16439,miniature poodle
6060,sealyham terrier
20677,kerry blue terrier
4202,lhasa
14603,lakeland terrier
12692,border terrier
12985,eskimo dog
15114,boxer
9037,cardigan
11711,irish wolfhound
3574,bernese mountain dog
4678,entlebucher
16185,american staffordshire terrier
2135,papillon
17615,irish water spaniel
5102,great dane
7744,norwich terrier
21141,bloodhound
21316,gordon setter
19195,curly-coated retriever
5677,redbone
230,bouvier des flandres
21935,brittany spaniel
13795,english setter
1471,basset
7910,german short-haired pointer
3480,vizsla
15308,collie
20617,maltese dog
14274,clumber
20528,maltese dog
21208,bloodhound
7904,german short-haired pointer
8736,keeshond
18758,brabancon griffon
15535,great pyrenees
3,english springer
18345,german shepherd
2158,papillon
14801,boxer
12568,whippet
765,standard poodle
8265,yorkshire terrier
16777,airedale
12926,eskimo dog
23397,afghan hound
18214,dandie dinmont
294,bouvier des flandres
22158,ibizan hound
11907,cairn
11946,cairn
6509,basenji
21238,gordon setter
11504,pekinese
20078,rhodesian ridgeback
19913,norfolk terrier
5319,groenendael
21724,dhole
3886,japanese spaniel
965,kelpie
3128,soft-coated wheaten terrier
1128,kelpie
8701,keeshond
20124,rhodesian ridgeback
9826,scotch terrier
10419,french bulldog
13355,samoyed
16762,airedale
1775,staffordshire bullterrier
15785,toy poodle
7435,chihuahua
9010,cardigan
4581,dingo
15054,boxer
12486,whippet
14615,lakeland terrier
11785,irish wolfhound
15776,african hunting dog
8051,giant schnauzer
16513,miniature poodle
13994,malinois
406,flat-coated retriever
9739,scotch terrier
18854,brabancon griffon
11088,labrador retriever
4229,lhasa
7500,chihuahua
13163,chesapeake bay retriever
4817,entlebucher
1417,basset
10584,pug
18283,german shepherd
10819,komondor
2023,tibetan terrier
17715,irish setter
2929,irish terrier
13724,english setter
14237,clumber
22387,affenpinscher
301,bouvier des flandres
5955,sealyham terrier
13367,samoyed
512,flat-coated retriever
23469,afghan hound
12660,border terrier
22197,ibizan hound
9842,scotch terrier
12885,eskimo dog
6301,bull mastiff
17765,irish setter
371,bouvier des flandres
4594,dingo
71,english springer
11427,malamute
16868,airedale
22944,kuvasz
21292,gordon setter
13227,chesapeake bay retriever
15330,collie
3953,japanese spaniel
23025,schipperke
10549,pug
8987,cardigan
9028,cardigan
14443,old english sheepdog
7255,leonberg
14514,old english sheepdog
5452,groenendael
21533,newfoundland
5869,sealyham terrier
18535,miniature schnauzer
11872,cairn
21590,newfoundland
20860,siberian husky
1887,staffordshire bullterrier
14908,boxer
15345,collie
12880,eskimo dog
8678,keeshond
20216,rhodesian ridgeback
13329,samoyed
1578,mexican hairless
14542,old english sheepdog
22180,ibizan hound
9374,cocker spaniel
4049,japanese spaniel
17855,irish setter
17280,chow
13581,shetland sheepdog
11259,standard schnauzer
22648,otterhound
3849,miniature pinscher
6178,doberman
841,standard poodle
2451,black-and-tan coonhound
1267,bluetick
10090,rottweiler
1756,staffordshire bullterrier
1272,bluetick
1922,staffordshire bullterrier
12688,border terrier
23108,schipperke
3114,soft-coated wheaten terrier
66,english springer
23144,schipperke
1126,kelpie
7038,appenzeller
21907,brittany spaniel
19025,golden retriever
8735,keeshond
23452,afghan hound
2354,black-and-tan coonhound
9264,blenheim spaniel
3655,bernese mountain dog
13400,samoyed
11871,cairn
19283,border collie
10955,labrador retriever
23282,pembroke
20070,rhodesian ridgeback
19836,english foxhound
22400,saint bernard
17320,borzoi
941,standard poodle
15446,great pyrenees
19668,english foxhound
22099,ibizan hound
5023,sussex spaniel
4943,sussex spaniel
21217,gordon setter
21700,dhole
8080,giant schnauzer
10278,norwegian elkhound
20965,siberian husky
5722,redbone
2814,boston bull
4830,entlebucher
21811,dhole
21023,bloodhound
18814,brabancon griffon
1105,kelpie
18901,golden retriever
5847,redbone
20969,siberian husky
16299,american staffordshire terrier
20512,maltese dog
14562,old english sheepdog
109,english springer
21335,gordon setter
15064,boxer
11228,standard schnauzer
15275,collie
3609,bernese mountain dog
17832,irish setter
5137,great dane
19808,english foxhound
3666,bernese mountain dog
4496,dingo
3227,soft-coated wheaten terrier
1387,basset
10889,komondor
2270,papillon
8009,giant schnauzer
19758,english foxhound
19806,english foxhound
11722,irish wolfhound
4302,italian greyhound
4788,entlebucher
11695,irish wolfhound
339,bouvier des flandres
11361,malamute
7389,leonberg
2148,papillon
6078,doberman
3650,bernese mountain dog
13274,samoyed
20275,australian terrier
13207,chesapeake bay retriever
20428,australian terrier
16866,airedale
9163,blenheim spaniel
3121,soft-coated wheaten terrier
23392,afghan hound
8214,yorkshire terrier
21,english springer
12945,eskimo dog
20102,rhodesian ridgeback
19001,golden retriever
17300,chow
13064,chesapeake bay retriever
23439,afghan hound
3190,soft-coated wheaten terrier
16490,miniature poodle
11599,pekinese
17801,irish setter
9704,scottish deerhound
12484,whippet
9434,cocker spaniel
11002,labrador retriever
10655,pug
21173,bloodhound
21391,gordon setter
15475,great pyrenees
9435,cocker spaniel
121,english springer
19627,tibetan mastiff
4015,japanese spaniel
6094,doberman
3298,vizsla
8967,cardigan
16700,pomeranian
22374,affenpinscher
9911,scotch terrier
15955,toy poodle
5719,redbone
9895,scotch terrier
20261,australian terrier
10875,komondor
20781,kerry blue terrier
18410,german shepherd
16363,miniature poodle
20772,kerry blue terrier
14448,old english sheepdog
7931,german short-haired pointer
21416,newfoundland
12425,saluki
749,west highland white terrier
15934,toy poodle
12181,shih-tzu
10936,labrador retriever
13680,english setter
23211,pembroke
18117,dandie dinmont
22830,kuvasz
5301,groenendael
15120,boxer
7532,chihuahua
21703,dhole
22495,saint bernard
21867,brittany spaniel
8104,giant schnauzer
5764,redbone
3354,vizsla
10908,labrador retriever
9056,cardigan
23232,pembroke
3689,miniature pinscher
17392,borzoi
13932,malinois
7343,leonberg
1029,kelpie
20882,siberian husky
19910,norfolk terrier
18146,dandie dinmont
4384,italian greyhound
12773,border terrier
1545,basset
10378,french bulldog
10892,labrador retriever
1414,basset
9068,cardigan
1577,mexican hairless
1100,kelpie
1867,staffordshire bullterrier
819,standard poodle
2508,black-and-tan coonhound
752,west highland white terrier
16679,pomeranian
4689,entlebucher
816,standard poodle
9458,cocker spaniel
4903,sussex spaniel
2159,papillon
5646,toy terrier
2755,boston bull
11183,standard schnauzer
8832,walker hound
18961,golden retriever
9111,cardigan
7593,norwich terrier
14336,clumber
20248,australian terrier
1825,staffordshire bullterrier
5948,sealyham terrier
684,west highland white terrier
2485,black-and-tan coonhound
15104,boxer
5636,toy terrier
14018,silky terrier
19839,english foxhound
7327,leonberg
16545,miniature poodle
18162,dandie dinmont
1661,mexican hairless
9167,blenheim spaniel
23015,schipperke
2816,boston bull
12417,saluki
13109,chesapeake bay retriever
6515,basenji
9925,rottweiler
12207,shih-tzu
13202,chesapeake bay retriever
15566,great pyrenees
15559,great pyrenees
7878,german short-haired pointer
20493,maltese dog
14424,old english sheepdog
19685,english foxhound
12338,saluki
22501,saint bernard
16253,american staffordshire terrier
18486,miniature schnauzer
14169,silky terrier
11467,malamute
20987,siberian husky
12767,border terrier
18156,dandie dinmont
17437,borzoi
6009,sealyham terrier
581,flat-coated retriever
2542,briard
16077,greater swiss mountain dog
15282,collie
11012,labrador retriever
18197,dandie dinmont
20791,kerry blue terrier
23173,schipperke
7186,appenzeller
8495,bedlington terrier
4004,japanese spaniel
16821,airedale
15042,boxer
5441,groenendael
21230,gordon setter
15179,boxer
16209,american staffordshire terrier
19596,tibetan mastiff
19334,border collie
14478,old english sheepdog
17072,wire-haired fox terrier
21592,newfoundland
7023,weimaraner
10976,labrador retriever
10914,labrador retriever
4812,entlebucher
2908,irish terrier
8207,yorkshire terrier
19546,tibetan mastiff
14730,lakeland terrier
3456,vizsla
14491,old english sheepdog
4360,italian greyhound
10744,komondor
9145,blenheim spaniel
10482,french bulldog
18913,golden retriever
10255,norwegian elkhound
8278,yorkshire terrier
7073,appenzeller
13569,shetland sheepdog
22317,affenpinscher
3651,bernese mountain dog
16745,pomeranian
20194,rhodesian ridgeback
7285,leonberg
10277,norwegian elkhound
3471,vizsla
7952,german short-haired pointer
17594,irish water spaniel
11249,standard schnauzer
16934,airedale
14305,clumber
543,flat-coated retriever
10399,french bulldog
22692,otterhound
1358,basset
13991,malinois
17578,irish water spaniel
20368,australian terrier
21919,brittany spaniel
127,english springer
6007,sealyham terrier
20908,siberian husky
4275,lhasa
11,english springer
12827,border terrier
10505,pug
21069,bloodhound
428,flat-coated retriever
19947,norfolk terrier
992,kelpie
18682,brabancon griffon
23083,schipperke
11096,standard schnauzer
2460,black-and-tan coonhound
19027,golden retriever
18553,miniature schnauzer
10658,pug
19723,english foxhound
7853,german short-haired pointer
19529,tibetan mastiff
13120,chesapeake bay retriever
19572,tibetan mastiff
1865,staffordshire bullterrier
20594,maltese dog
10506,pug
19040,golden retriever
2783,boston bull
1562,mexican hairless
16292,american staffordshire terrier
9811,scotch terrier
4938,sussex spaniel
6584,basenji
1165,bluetick
16475,miniature poodle
4760,entlebucher
3923,japanese spaniel
4252,lhasa
7745,norwich terrier
4495,dingo
20688,kerry blue terrier
7911,german short-haired pointer
15162,boxer
2062,tibetan terrier
9567,scottish deerhound
12233,shih-tzu
20174,rhodesian ridgeback
17958,welsh springer spaniel
730,west highland white terrier
17630,irish water spaniel
10786,komondor
12843,border terrier
15068,boxer
18144,dandie dinmont
20598,maltese dog
5701,redbone
18754,brabancon griffon
9856,scotch terrier
13681,english setter
8402,bedlington terrier
11222,standard schnauzer
7470,chihuahua
13281,samoyed
2704,briard
17113,chow
18436,german shepherd
8346,yorkshire terrier
10716,komondor
16902,airedale
20934,siberian husky
8864,walker hound
12726,border terrier
19123,curly-coated retriever
952,standard poodle
8557,bedlington terrier
14291,clumber
17386,borzoi
11115,standard schnauzer
7170,appenzeller
5345,groenendael
15126,boxer
11936,cairn
20444,maltese dog
10260,norwegian elkhound
8310,yorkshire terrier
22918,kuvasz
21061,bloodhound
17353,borzoi
5021,sussex spaniel
4276,lhasa
21411,newfoundland
6446,bull mastiff
15553,great pyrenees
2778,boston bull
2975,irish terrier
20879,siberian husky
11067,labrador retriever
22026,ibizan hound
14983,boxer
728,west highland white terrier
14838,boxer
44,english springer
18920,golden retriever
7095,appenzeller
5591,toy terrier
21165,bloodhound
18755,brabancon griffon
2195,papillon
16391,miniature poodle
16688,pomeranian
15284,collie
9053,cardigan
789,standard poodle
8250,yorkshire terrier
20138,rhodesian ridgeback
14439,old english sheepdog
8183,yorkshire terrier
5599,toy terrier
9461,cocker spaniel
15377,collie
12345,saluki
23214,pembroke
3294,vizsla
14630,lakeland terrier
2097,tibetan terrier
15357,collie
12520,whippet
6146,doberman
7807,german short-haired pointer
8237,yorkshire terrier
1905,staffordshire bullterrier
11559,pekinese
5354,groenendael
10060,rottweiler
2871,boston bull
20584,maltese dog
14077,silky terrier
7490,chihuahua
4950,sussex spaniel
18630,miniature schnauzer
13036,eskimo dog
21958,brittany spaniel
21392,gordon setter
16280,american staffordshire terrier
21995,brittany spaniel
18921,golden retriever
20341,australian terrier
11750,irish wolfhound
21456,newfoundland
14835,boxer
4161,lhasa
16754,airedale
4615,dingo
16104,greater swiss mountain dog
22238,affenpinscher
7534,chihuahua
17379,borzoi
10838,komondor
21475,newfoundland
17309,borzoi
1476,basset
21268,gordon setter
4961,sussex spaniel
7782,norwich terrier
10036,rottweiler
6732,beagle
18002,welsh springer spaniel
2387,black-and-tan coonhound
489,flat-coated retriever
17268,chow
6581,basenji
2313,papillon
19965,norfolk terrier
3355,vizsla
17917,welsh springer spaniel
18429,german shepherd
9662,scottish deerhound
22818,kuvasz
22051,ibizan hound
14561,old english sheepdog
274,bouvier des flandres
17176,chow
19737,english foxhound
22314,affenpinscher
22307,affenpinscher
17805,irish setter
11475,malamute
13826,malinois
12083,shih-tzu
14620,lakeland terrier
16081,greater swiss mountain dog
1419,basset
1984,tibetan terrier
15688,african hunting dog
2823,boston bull
16300,american staffordshire terrier
2216,papillon
22303,affenpinscher
3311,vizsla
4560,dingo
10630,pug
18115,dandie dinmont
13082,chesapeake bay retriever
20453,maltese dog
20264,australian terrier
20931,siberian husky
7239,leonberg
19986,norfolk terrier
13576,shetland sheepdog
21253,gordon setter
4298,italian greyhound
18223,dandie dinmont
23339,pembroke
19845,norfolk terrier
17245,chow
10462,french bulldog
519,flat-coated retriever
3542,bernese mountain dog
6426,bull mastiff
4569,dingo
17443,borzoi
5846,redbone
12983,eskimo dog
2203,papillon
23314,pembroke
19667,english foxhound
16937,airedale
10327,french bulldog
22088,ibizan hound
7415,chihuahua
14910,boxer
9983,rottweiler
20556,maltese dog
1346,bluetick
6829,beagle
5289,groenendael
7201,appenzeller
17804,irish setter
8707,keeshond
8837,walker hound
15706,african hunting dog
11486,pekinese
17558,irish water spaniel
7857,german short-haired pointer
9672,scottish deerhound
14879,boxer
61,english springer
17703,irish setter
9579,scottish deerhound
9978,rottweiler
2292,papillon
23020,schipperke
21763,dhole
17264,chow
2849,boston bull
20500,maltese dog
22678,otterhound
20382,australian terrier
7617,norwich terrier
13901,malinois
11345,malamute
9790,scotch terrier
13816,english setter
18879,golden retriever
5046,sussex spaniel
19744,english foxhound
4104,lhasa
9377,cocker spaniel
19823,english foxhound
6433,bull mastiff
1680,mexican hairless
3045,irish terrier
2671,briard
20313,australian terrier
22421,saint bernard
19470,tibetan mastiff
12458,saluki
19891,norfolk terrier
444,flat-coated retriever
4431,italian greyhound
21056,bloodhound
20257,australian terrier
6189,doberman
11967,cairn
5416,groenendael
17387,borzoi
9368,cocker spaniel
809,standard poodle
10089,rottweiler
11863,irish wolfhound
5960,sealyham terrier
15350,collie
15340,collie
23114,schipperke
12912,eskimo dog
22867,kuvasz
18024,welsh springer spaniel
4909,sussex spaniel
10424,french bulldog
18788,brabancon griffon
12391,saluki
11374,malamute
9982,rottweiler
13892,malinois
10110,rottweiler
1548,mexican hairless
13698,english setter
5462,groenendael
1322,bluetick
984,kelpie
14481,old english sheepdog
20244,australian terrier
22187,ibizan hound
18252,dandie dinmont
22336,affenpinscher
17015,wire-haired fox terrier
1874,staffordshire bullterrier
16223,american staffordshire terrier
16990,wire-haired fox terrier
2230,papillon
1798,staffordshire bullterrier
14051,silky terrier
1266,bluetick
11739,irish wolfhound
886,standard poodle
7454,chihuahua
21295,gordon setter
11210,standard schnauzer
15969,toy poodle
9809,scotch terrier
7370,leonberg
12350,saluki
4210,lhasa
10184,norwegian elkhound
2432,black-and-tan coonhound
6960,weimaraner
3592,bernese mountain dog
9397,cocker spaniel
16563,pomeranian
16759,airedale
4241,lhasa
9827,scotch terrier
1721,mexican hairless
4781,entlebucher
615,west highland white terrier
18546,miniature schnauzer
17311,borzoi
18890,golden retriever
5126,great dane
1311,bluetick
1161,bluetick
4376,italian greyhound
7211,appenzeller
22416,saint bernard
12205,shih-tzu
7305,leonberg
2595,briard
19051,golden retriever
12648,whippet
11630,pekinese
10848,komondor
5954,sealyham terrier
15191,boxer
3787,miniature pinscher
14111,silky terrier
3101,soft-coated wheaten terrier
8859,walker hound
8937,cardigan
18376,german shepherd
7885,german short-haired pointer
13789,english setter
842,standard poodle
9271,blenheim spaniel
5785,redbone
7663,norwich terrier
9891,scotch terrier
6728,beagle
22682,otterhound
3076,irish terrier
11962,cairn
13534,shetland sheepdog
16152,greater swiss mountain dog
14487,old english sheepdog
7875,german short-haired pointer
20135,rhodesian ridgeback
7522,chihuahua
7273,leonberg
4454,italian greyhound
5396,groenendael
19109,curly-coated retriever
5641,toy terrier
6817,beagle
14032,silky terrier
15387,collie
2063,tibetan terrier
668,west highland white terrier
12360,saluki
2981,irish terrier
15924,toy poodle
10600,pug
14281,clumber
19061,curly-coated retriever
14182,silky terrier
16926,airedale
6487,basenji
6612,basenji
13252,samoyed
1479,basset
14977,boxer
15810,toy poodle
13548,shetland sheepdog
22433,saint bernard
11622,pekinese
2831,boston bull
18979,golden retriever
16723,pomeranian
3907,japanese spaniel
15154,boxer
11158,standard schnauzer
14505,old english sheepdog
22015,ibizan hound
6971,weimaraner
22625,otterhound
2517,black-and-tan coonhound
2896,boston bull
17175,chow
6354,bull mastiff
10322,french bulldog
10547,pug
4048,japanese spaniel
8570,keeshond
8074,giant schnauzer
4439,italian greyhound
18297,german shepherd
6522,basenji
396,flat-coated retriever
18406,german shepherd
7479,chihuahua
3917,japanese spaniel
4793,entlebucher
16927,airedale
9729,scotch terrier
5603,toy terrier
21191,bloodhound
4273,lhasa
17727,irish setter
9384,cocker spaniel
3539,bernese mountain dog
4858,entlebucher
4238,lhasa
5502,toy terrier
15666,african hunting dog
10377,french bulldog
23178,schipperke
8621,keeshond
19611,tibetan mastiff
11435,malamute
19662,english foxhound
15726,african hunting dog
14369,clumber
10209,norwegian elkhound
9837,scotch terrier
9087,cardigan
2304,papillon
7474,chihuahua
23524,afghan hound
22514,saint bernard
16557,pomeranian
20828,siberian husky
22021,ibizan hound
12908,eskimo dog
23153,schipperke
11790,irish wolfhound
10344,french bulldog
8787,walker hound
12704,border terrier
18926,golden retriever
22036,ibizan hound
13683,english setter
19340,border collie
3485,bernese mountain dog
9392,cocker spaniel
9205,blenheim spaniel
9197,blenheim spaniel
705,west highland white terrier
17728,irish setter
10039,rottweiler
13541,shetland sheepdog
13996,malinois
909,standard poodle
18692,brabancon griffon
16659,pomeranian
12284,saluki
20362,australian terrier
10755,komondor
7398,chihuahua
1475,basset
6919,weimaraner
2539,briard
14474,old english sheepdog
7525,chihuahua
5757,redbone
20128,rhodesian ridgeback
22988,schipperke
42,english springer
21145,bloodhound
20010,norfolk terrier
17036,wire-haired fox terrier
18149,dandie dinmont
10667,pug
19434,border collie
5328,groenendael
13336,samoyed
19211,curly-coated retriever
13984,malinois
21806,dhole
6772,beagle
20639,kerry blue terrier
4621,dingo
15718,african hunting dog
19085,curly-coated retriever
7178,appenzeller
17073,wire-haired fox terrier
13588,shetland sheepdog
8280,yorkshire terrier
21593,newfoundland
8227,yorkshire terrier
442,flat-coated retriever
14658,lakeland terrier
1839,staffordshire bullterrier
22202,ibizan hound
9960,rottweiler
16337,american staffordshire terrier
14426,old english sheepdog
21194,bloodhound
3522,bernese mountain dog
11603,pekinese
12937,eskimo dog
2907,irish terrier
18750,brabancon griffon
2487,black-and-tan coonhound
10610,pug
13375,samoyed
10673,pug
11400,malamute
3695,miniature pinscher
8617,keeshond
1121,kelpie
9373,cocker spaniel
15193,boxer
23256,pembroke
14791,lakeland terrier
12763,border terrier
11830,irish wolfhound
9312,blenheim spaniel
5638,toy terrier
12370,saluki
11124,standard schnauzer
10954,labrador retriever
22234,affenpinscher
13477,shetland sheepdog
21649,dhole
11071,labrador retriever
211,bouvier des flandres
2399,black-and-tan coonhound
19585,tibetan mastiff
9838,scotch terrier
